ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
246,1965,Graduation,Married," ₹ 66,480.00 ",1.00,1.00,31-05-2014,71.00,199.00,9.00,57.00,20.00,21.00,6.00,7.00,4.00,1.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
375,1954,Graduation,Divorced," ₹ 76,773.00 ",0.00,0.00,25-02-2013,79.00,516.00,56.00,449.00,86.00,33.00,16.00,1.00,2.00,2.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1524,1983,2n Cycle,Single," ₹ 81,698.00 ",0.00,0.00,01-03-2013,1.00,709.00,45.00,115.00,30.00,160.00,45.00,1.00,8.00,2.00,5.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,1.00
10022,1973,PhD,Single," ₹ 54,466.00 ",1.00,1.00,09-02-2014,78.00,12.00,0.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7451,1960,Master,Single," ₹ 98,777.00 ",0.00,0.00,17-02-2014,23.00,1000.00,19.00,711.00,125.00,115.00,38.00,0.00,4.00,6.00,9.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
11010,1984,PhD,Single," ₹ 16,269.00 ",1.00,0.00,30-08-2013,75.00,19.00,3.00,18.00,3.00,1.00,0.00,3.00,3.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4356,1971,Graduation,Married," ₹ 71,819.00 ",0.00,1.00,28-08-2013,70.00,1224.00,28.00,140.00,0.00,14.00,168.00,3.00,3.00,3.00,5.00,6.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
3885,1983,PhD,Married," ₹ 33,569.00 ",1.00,0.00,16-10-2013,10.00,16.00,2.00,18.00,3.00,0.00,24.00,1.00,1.00,1.00,2.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
1175,1983,Master,Married," ₹ 36,262.00 ",0.00,0.00,20-09-2013,24.00,88.00,39.00,54.00,64.00,28.00,153.00,1.00,3.00,5.00,3.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
880,1966,Basic,Married," ₹ 22,634.00 ",0.00,0.00,16-01-2013,47.00,2.00,23.00,11.00,8.00,6.00,46.00,1.00,2.00,1.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2320,1978,2n Cycle,Married," ₹ 47,025.00 ",0.00,1.00,12-09-2013,98.00,508.00,11.00,59.00,23.00,5.00,29.00,5.00,11.00,1.00,6.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
850,1968,Graduation,Single," ₹ 70,566.00 ",0.00,1.00,06-10-2013,4.00,381.00,28.00,215.00,84.00,28.00,21.00,2.00,6.00,5.00,9.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4713,1979,PhD,Married," ₹ 31,605.00 ",1.00,0.00,22-11-2012,15.00,74.00,0.00,42.00,2.00,1.00,6.00,2.00,2.00,1.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
675,1973,Master,Divorced," ₹ 52,034.00 ",1.00,1.00,17-05-2013,67.00,146.00,0.00,93.00,7.00,13.00,73.00,5.00,4.00,2.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5025,1979,Graduation,Single," ₹ 48,526.00 ",1.00,0.00,24-12-2013,32.00,23.00,17.00,23.00,43.00,20.00,9.00,1.00,2.00,1.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2308,1954,Graduation,Married," ₹ 46,734.00 ",0.00,1.00,18-11-2012,40.00,110.00,5.00,137.00,26.00,23.00,29.00,2.00,6.00,1.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5995,1962,Graduation,Divorced," ₹ 39,552.00 ",1.00,1.00,18-12-2012,54.00,165.00,3.00,147.00,4.00,24.00,41.00,7.00,6.00,2.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
6749,1966,Graduation,Single," ₹ 86,358.00 ",1.00,1.00,08-08-2012,78.00,957.00,47.00,494.00,82.00,47.00,95.00,4.00,5.00,3.00,6.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1010,1977,Graduation,Married," ₹ 46,931.00 ",2.00,1.00,24-04-2014,94.00,41.00,0.00,17.00,3.00,1.00,16.00,2.00,1.00,1.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8977,1985,Basic,Single," ₹ 16,581.00 ",0.00,0.00,12-01-2013,51.00,1.00,3.00,4.00,2.00,3.00,11.00,1.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4756,1952,2n Cycle,Divorced," ₹ 63,998.00 ",0.00,0.00,20-12-2013,42.00,176.00,29.00,818.00,0.00,33.00,112.00,1.00,7.00,6.00,11.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
3412,1951,Master,Married," ₹ 67,381.00 ",0.00,1.00,15-01-2013,67.00,815.00,8.00,53.00,11.00,0.00,70.00,4.00,2.00,2.00,9.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
606,1967,Graduation,Single," ₹ 25,930.00 ",1.00,1.00,10-10-2013,87.00,6.00,1.00,2.00,2.00,0.00,4.00,1.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5961,1978,Graduation,Married," ₹ 42,693.00 ",1.00,0.00,07-06-2014,29.00,8.00,4.00,20.00,6.00,3.00,16.00,1.00,1.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2975,1976,Graduation,Married," ₹ 85,606.00 ",0.00,1.00,12-11-2012,89.00,717.00,42.00,864.00,219.00,30.00,84.00,2.00,6.00,7.00,9.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,0.00
2894,1985,Graduation,Single," ₹ 72,903.00 ",0.00,0.00,29-10-2013,74.00,1067.00,138.00,750.00,0.00,19.00,39.00,1.00,7.00,5.00,8.00,4.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
7613,1974,2n Cycle,Married," ₹ 49,669.00 ",1.00,0.00,24-05-2014,97.00,166.00,5.00,107.00,11.00,8.00,29.00,2.00,5.00,1.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10542,1968,PhD,Married," ₹ 36,778.00 ",1.00,1.00,05-08-2012,63.00,29.00,4.00,34.00,2.00,4.00,4.00,3.00,3.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8015,1962,PhD,Divorced," ₹ 85,696.00 ",0.00,0.00,03-05-2013,88.00,714.00,76.00,395.00,116.00,0.00,12.00,1.00,4.00,6.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
10617,1989,Master,Divorced," ₹ 10,979.00 ",0.00,0.00,22-05-2014,34.00,8.00,4.00,10.00,2.00,2.00,4.00,2.00,3.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
11166,1961,Graduation,Married," ₹ 49,678.00 ",0.00,1.00,02-02-2013,81.00,229.00,5.00,56.00,3.00,2.00,20.00,2.00,6.00,2.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
849,1953,Master,Married," ₹ 56,129.00 ",0.00,1.00,20-06-2013,65.00,320.00,48.00,133.00,39.00,72.00,48.00,4.00,6.00,2.00,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
523,1989,Graduation,Married," ₹ 37,155.00 ",1.00,0.00,31-01-2013,51.00,23.00,0.00,26.00,7.00,15.00,3.00,1.00,2.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4066,1978,2n Cycle,Divorced," ₹ 21,282.00 ",1.00,0.00,11-05-2014,76.00,1.00,5.00,8.00,4.00,8.00,20.00,2.00,2.00,1.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8414,1962,PhD,Single," ₹ 33,419.00 ",0.00,1.00,17-08-2013,76.00,56.00,0.00,12.00,0.00,0.00,18.00,2.00,2.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
819,1945,Graduation,Widow," ₹ 63,285.00 ",0.00,0.00,05-11-2013,84.00,508.00,124.00,249.00,50.00,38.00,134.00,1.00,6.00,5.00,13.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4961,1974,Master,Married," ₹ 21,255.00 ",1.00,0.00,21-01-2014,56.00,29.00,0.00,25.00,2.00,2.00,3.00,4.00,2.00,1.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
749,1981,Graduation,Married," ₹ 42,162.00 ",1.00,0.00,19-11-2013,31.00,46.00,7.00,59.00,2.00,4.00,27.00,2.00,3.00,1.00,3.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
5430,1956,Graduation,Married," ₹ 54,450.00 ",1.00,1.00,14-09-2012,0.00,454.00,0.00,171.00,8.00,19.00,32.00,12.00,9.00,2.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7755,1954,PhD,Married," ₹ 57,744.00 ",0.00,1.00,12-11-2013,91.00,350.00,3.00,39.00,0.00,0.00,19.00,2.00,9.00,1.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10525,1986,Graduation,Single," ₹ 26,576.00 ",1.00,0.00,13-10-2012,40.00,10.00,0.00,8.00,0.00,0.00,9.00,1.00,1.00,0.00,2.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
1453,1943,PhD,Widow," ₹ 57,513.00 ",0.00,0.00,06-07-2013,59.00,735.00,40.00,183.00,52.00,20.00,30.00,2.00,9.00,3.00,13.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8310,1964,Graduation,Married," ₹ 68,142.00 ",0.00,1.00,29-08-2012,96.00,897.00,126.00,196.00,91.00,112.00,37.00,3.00,10.00,4.00,7.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10710,1979,Graduation,Married," ₹ 7,500.00 ",0.00,1.00,29-08-2012,61.00,5.00,2.00,3.00,3.00,0.00,5.00,1.00,1.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5031,1974,Graduation,Married," ₹ 83,145.00 ",0.00,0.00,22-09-2012,14.00,777.00,35.00,731.00,39.00,137.00,114.00,1.00,5.00,9.00,11.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
2613,1960,Master,Married," ₹ 54,197.00 ",0.00,1.00,03-04-2014,16.00,162.00,6.00,37.00,6.00,13.00,13.00,2.00,1.00,3.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
213,1963,PhD,Single," ₹ 23,091.00 ",1.00,1.00,28-05-2014,98.00,35.00,0.00,11.00,0.00,0.00,2.00,4.00,2.00,1.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
967,1976,Graduation,Married," ₹ 46,049.00 ",1.00,1.00,21-07-2013,11.00,342.00,9.00,112.00,19.00,14.00,19.00,10.00,5.00,2.00,9.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
1077,1974,Graduation,Married," ₹ 56,715.00 ",0.00,0.00,05-12-2012,52.00,258.00,105.00,239.00,237.00,172.00,9.00,1.00,7.00,3.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7959,1961,Graduation,Married," ₹ 79,410.00 ",0.00,0.00,29-05-2014,19.00,658.00,80.00,483.00,123.00,13.00,13.00,1.00,3.00,2.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
640,1951,Graduation,Married," ₹ 57,304.00 ",0.00,1.00,11-03-2013,61.00,356.00,80.00,329.00,138.00,17.00,106.00,2.00,7.00,6.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4252,1965,Graduation,Married," ₹ 44,375.00 ",0.00,1.00,23-03-2014,73.00,213.00,5.00,28.00,7.00,7.00,41.00,1.00,4.00,1.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8432,1956,Graduation,Married," ₹ 54,450.00 ",1.00,1.00,14-09-2012,0.00,454.00,0.00,171.00,8.00,19.00,32.00,12.00,9.00,2.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6218,1965,Graduation,Married," ₹ 59,594.00 ",0.00,1.00,20-10-2012,74.00,457.00,4.00,29.00,0.00,0.00,9.00,1.00,8.00,1.00,7.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6905,1994,Graduation,Married," ₹ 80,685.00 ",0.00,0.00,22-08-2012,55.00,241.00,45.00,604.00,34.00,26.00,54.00,1.00,6.00,4.00,10.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5922,1974,PhD,Married," ₹ 40,344.00 ",0.00,1.00,13-10-2013,48.00,210.00,0.00,6.00,0.00,0.00,2.00,2.00,4.00,1.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3598,1972,Graduation,Married," ₹ 62,710.00 ",0.00,1.00,23-05-2013,53.00,441.00,35.00,83.00,7.00,29.00,11.00,4.00,4.00,2.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6116,1968,2n Cycle,Married," ₹ 48,985.00 ",0.00,1.00,05-07-2013,13.00,19.00,13.00,18.00,10.00,7.00,8.00,1.00,1.00,1.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6263,1968,Graduation,Married," ₹ 35,322.00 ",1.00,2.00,22-08-2012,34.00,28.00,9.00,37.00,12.00,7.00,13.00,3.00,2.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10486,1948,Graduation,Married," ₹ 77,142.00 ",0.00,0.00,29-05-2013,54.00,476.00,75.00,162.00,29.00,151.00,97.00,1.00,4.00,4.00,8.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2410,1969,Graduation,Single," ₹ 81,657.00 ",0.00,0.00,22-01-2014,69.00,364.00,40.00,425.00,158.00,60.00,50.00,1.00,3.00,4.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
193,1996,Basic,Married," ₹ 14,421.00 ",0.00,0.00,17-02-2014,81.00,0.00,0.00,2.00,3.00,3.00,8.00,1.00,1.00,0.00,2.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3363,1974,2n Cycle,Married," ₹ 20,130.00 ",0.00,0.00,17-03-2014,99.00,0.00,6.00,3.00,7.00,6.00,12.00,1.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8278,1990,PhD,Married," ₹ 74,214.00 ",0.00,0.00,26-08-2012,3.00,863.00,83.00,547.00,86.00,99.00,33.00,1.00,8.00,2.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10660,1957,Master,Married," ₹ 66,726.00 ",1.00,1.00,12-01-2014,61.00,349.00,7.00,35.00,0.00,0.00,47.00,3.00,8.00,2.00,4.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8686,1979,Basic,Married," ₹ 23,724.00 ",1.00,0.00,08-01-2013,65.00,5.00,23.00,15.00,0.00,18.00,14.00,2.00,2.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1604,1960,Master,Married," ₹ 47,353.00 ",0.00,1.00,13-11-2013,93.00,184.00,2.00,19.00,8.00,8.00,4.00,3.00,2.00,2.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5907,1952,Master,Married," ₹ 33,444.00 ",1.00,1.00,03-11-2012,24.00,8.00,0.00,8.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10669,1981,Graduation,Married," ₹ 54,386.00 ",0.00,1.00,17-05-2013,8.00,277.00,21.00,64.00,62.00,21.00,25.00,2.00,3.00,2.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2918,1981,Graduation,Divorced," ₹ 28,510.00 ",1.00,1.00,13-04-2013,72.00,44.00,5.00,19.00,0.00,4.00,19.00,3.00,2.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5735,1991,Master,Single," ₹ 90,638.00 ",0.00,0.00,13-02-2014,29.00,1156.00,120.00,915.00,94.00,144.00,96.00,1.00,3.00,4.00,10.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
359,1950,Graduation,Married," ₹ 48,070.00 ",0.00,1.00,13-01-2013,33.00,373.00,14.00,83.00,6.00,9.00,19.00,3.00,8.00,2.00,6.00,7.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,11.00,0.00
8387,1957,Graduation,Married," ₹ 43,140.00 ",0.00,1.00,05-01-2013,68.00,134.00,8.00,76.00,6.00,0.00,11.00,1.00,4.00,1.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1829,1961,PhD,Divorced," ₹ 54,959.00 ",0.00,1.00,19-01-2013,55.00,1148.00,0.00,60.00,0.00,0.00,24.00,3.00,9.00,5.00,4.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
3839,1958,Basic,Single," ₹ 15,056.00 ",1.00,1.00,03-05-2013,76.00,6.00,12.00,3.00,21.00,6.00,40.00,5.00,2.00,2.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9392,1971,Graduation,Single," ₹ 26,954.00 ",1.00,0.00,08-05-2014,17.00,4.00,1.00,11.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2292,1985,Graduation,Single," ₹ 22,327.00 ",1.00,0.00,02-08-2013,94.00,5.00,4.00,8.00,2.00,0.00,5.00,1.00,1.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10466,1965,Graduation,Married," ₹ 44,393.00 ",1.00,1.00,22-08-2013,86.00,24.00,2.00,20.00,2.00,2.00,10.00,2.00,1.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9855,1952,PhD,Single," ₹ 62,000.00 ",0.00,1.00,25-08-2013,25.00,899.00,0.00,101.00,0.00,0.00,20.00,1.00,6.00,6.00,13.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,0.00
4088,1962,PhD,Married," ₹ 31,497.00 ",0.00,1.00,06-12-2012,22.00,108.00,1.00,28.00,13.00,1.00,4.00,2.00,3.00,1.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5231,1974,2n Cycle,Married," ₹ 45,894.00 ",0.00,2.00,27-02-2014,15.00,27.00,2.00,7.00,0.00,2.00,13.00,1.00,1.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
590,1970,Master,Divorced," ₹ 78,579.00 ",0.00,0.00,22-12-2012,35.00,816.00,66.00,549.00,216.00,66.00,99.00,1.00,5.00,6.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
8732,1969,Master,Widow," ₹ 67,369.00 ",0.00,1.00,17-11-2012,81.00,1298.00,0.00,70.00,37.00,14.00,42.00,4.00,7.00,4.00,10.00,4.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
2315,1960,Graduation,Divorced," ₹ 58,401.00 ",0.00,1.00,20-04-2014,55.00,10.00,0.00,11.00,17.00,29.00,29.00,1.00,1.00,2.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3515,1952,Graduation,Single," ₹ 62,307.00 ",0.00,1.00,17-02-2014,94.00,87.00,13.00,34.00,10.00,6.00,10.00,1.00,4.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2245,1969,Master,Married," ₹ 43,641.00 ",1.00,1.00,22-04-2013,50.00,57.00,2.00,51.00,4.00,2.00,23.00,3.00,2.00,1.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6283,1968,Master,Divorced," ₹ 63,841.00 ",0.00,1.00,21-04-2013,64.00,635.00,15.00,100.00,20.00,7.00,131.00,1.00,9.00,3.00,9.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2246,1965,2n Cycle,Married," ₹ 46,891.00 ",0.00,1.00,01-09-2013,91.00,43.00,12.00,23.00,29.00,15.00,61.00,1.00,2.00,1.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6606,1969,Master,Married," ₹ 70,091.00 ",1.00,0.00,31-03-2013,11.00,964.00,34.00,137.00,15.00,0.00,11.00,2.00,5.00,2.00,10.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5545,1972,PhD,Married," ₹ 78,075.00 ",0.00,0.00,05-04-2014,72.00,572.00,8.00,259.00,34.00,35.00,80.00,1.00,3.00,5.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7342,1961,2n Cycle,Widow," ₹ 59,184.00 ",0.00,1.00,09-09-2012,6.00,341.00,142.00,113.00,259.00,151.00,66.00,3.00,6.00,6.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
837,1977,Graduation,Married," ₹ 54,809.00 ",1.00,1.00,11-09-2013,0.00,63.00,6.00,57.00,13.00,13.00,22.00,4.00,2.00,1.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9500,1959,Graduation,Married," ₹ 58,113.00 ",0.00,1.00,25-01-2013,66.00,221.00,104.00,169.00,102.00,78.00,84.00,3.00,9.00,2.00,8.00,7.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,11.00,0.00
3602,1958,Master,Married," ₹ 51,412.00 ",0.00,1.00,31-12-2013,42.00,140.00,3.00,29.00,4.00,5.00,14.00,2.00,3.00,2.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
234,1979,Graduation,Divorced," ₹ 15,287.00 ",1.00,0.00,10-10-2012,60.00,1.00,2.00,8.00,4.00,3.00,13.00,2.00,1.00,1.00,2.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
2995,1957,Master,Married," ₹ 66,636.00 ",0.00,0.00,17-08-2013,64.00,291.00,10.00,689.00,84.00,10.00,0.00,1.00,3.00,4.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1118,1956,Master,Married," ₹ 50,965.00 ",0.00,1.00,20-02-2013,87.00,544.00,13.00,85.00,8.00,6.00,29.00,3.00,10.00,4.00,5.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7789,1965,PhD,Married," ₹ 84,618.00 ",0.00,0.00,22-11-2013,96.00,684.00,100.00,801.00,21.00,66.00,0.00,1.00,6.00,9.00,10.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
3068,1990,Graduation,Married," ₹ 18,351.00 ",0.00,0.00,29-10-2013,1.00,1.00,12.00,9.00,0.00,14.00,7.00,1.00,2.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8955,1957,PhD,Married," ₹ 40,451.00 ",0.00,2.00,16-02-2014,54.00,35.00,0.00,4.00,0.00,0.00,10.00,1.00,1.00,1.00,2.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
945,1965,Graduation,Married," ₹ 36,317.00 ",0.00,1.00,22-05-2013,53.00,87.00,3.00,25.00,3.00,2.00,13.00,2.00,3.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5644,1957,Graduation,Married," ₹ 42,213.00 ",0.00,1.00,12-10-2013,96.00,309.00,3.00,24.00,4.00,3.00,20.00,2.00,5.00,1.00,7.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7192,1955,Graduation,Married," ₹ 65,748.00 ",0.00,1.00,15-04-2013,58.00,172.00,73.00,93.00,95.00,78.00,34.00,2.00,2.00,4.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,11.00,0.00
2324,1972,Graduation,Married," ₹ 77,044.00 ",0.00,1.00,27-10-2013,12.00,625.00,38.00,242.00,50.00,34.00,76.00,2.00,7.00,11.00,11.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
697,1969,Graduation,Married," ₹ 74,918.00 ",0.00,0.00,12-03-2013,78.00,972.00,59.00,913.00,25.00,19.00,59.00,1.00,5.00,9.00,6.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
3439,1972,Graduation,Married," ₹ 56,721.00 ",1.00,1.00,31-10-2012,64.00,157.00,6.00,39.00,6.00,13.00,75.00,5.00,4.00,1.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1506,1975,Graduation,Single," ₹ 42,160.00 ",1.00,1.00,28-06-2013,26.00,48.00,9.00,45.00,3.00,15.00,20.00,4.00,2.00,1.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
232,1965,Graduation,Single," ₹ 61,559.00 ",0.00,1.00,17-07-2013,8.00,279.00,83.00,88.00,32.00,14.00,34.00,1.00,4.00,2.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8876,1963,PhD,Married," ₹ 33,629.00 ",1.00,1.00,08-08-2012,49.00,132.00,0.00,16.00,0.00,0.00,4.00,5.00,3.00,1.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
